"municipio";"codigo_ibge";"ano";"grande_grupo";"familia_ocupacional";"ocupacao";"codigo_cbo";"empregados";"percentual";"salario_medio";"salario_mediano"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Farmacêuticos";"Farmacêutico Industrial";"223435";"2";"0,0013";"6472,1";"5602,19"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Engenheiros eletricistas, eletrônicos e afins";"Engenheiro De Redes De Comunicação";"214350";"2";"0,0013";"6588,61";"6588,61"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores da fabricação de munição e explosivos químicos";"Pirotécnico";"812105";"2";"0,0013";"3633,82";"3065,75"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de usinagem convencional de madeira";"Operador De Lixadeira (Usinagem De Madeira)";"773320";"2";"0,0013";"5211,2";"5211,2"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Desenhistas técnicos em eletricidade, eletrônica, eletromecânica, calefação, ventilação e refrigeração";"Desenhista Técnico (Calefação, Ventilação E Refrigeração)";"318310";"2";"0,0013";"3765,25";"3567,51"
"Blumenau";"4202404";"2025";"Trabalhadores Em Serviços De Reparação E Manutenção";"Supervisores de manutenção eletroeletrônica veicular";"Encarregado De Manutenção Elétrica De Veículos";"950205";"2";"0,0013";"8169,3";"7406,93"
"Blumenau";"4202404";"2025";"(nao classificado)";"";"(sem descricao no dicionario)";"214950";"2";"0,0013";"4270,55";"1881,67"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes operacionais da aviação civil";"Gerente De Operações De Cargas";"141820";"2";"0,0013";"6970,68";"4660,23"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos agrícolas";"Técnico Agrícola";"321105";"2";"0,0013";"10280,45";"9820,63"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Encadernadores e recuperadores de livros (pequenos lotes ou a unidade)";"Gravador, À Mão (Encadernação)";"768705";"2";"0,0013";"1904,47";"1904,47"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em metalurgia (estruturas metálicas)";"Técnico Em Estruturas Metálicas";"314615";"2";"0,0013";"5176,86";"4418,29"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Diretores de serviços de turismo, de alojamento e de alimentação";"Turismólogo";"122520";"2";"0,0013";"4519,41";"3899,22"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Tecnólogos e técnicos em terapias complementares e estéticas";"Massoterapeuta";"322120";"2";"0,0013";"2400,9";"1778,86"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Encadernadores e recuperadores de livros (pequenos lotes ou a unidade)";"Restaurador De Livros";"768710";"2";"0,0013";"3781,32";"3655,36"
"Blumenau";"4202404";"2025";"Trabalhadores Em Serviços De Reparação E Manutenção";"Mecânicos de manutenção de máquinas pesadas e equipamentos agrícolas";"Mecânico De Manutenção De Aparelhos De Levantamento";"913105";"2";"0,0013";"5119,78";"4998,42"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de tear e máquinas similares";"Operador De Máquina De Cordoalha";"761354";"2";"0,0013";"2762,26";"2607,79"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Professores nas áreas de língua e literatura do ensino superior";"Professor De Literatura Brasileira";"234628";"2";"0,0013";"7066,75";"2796,89"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Médicos clínicos";"Médico Infectologista";"225103";"2";"0,0013";"16598,53";"14062,79"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores da classificação de fibras têxteis e lavagem de lã";"Lavador De Lã";"761110";"2";"0,0013";"";""
"Blumenau";"4202404";"2025";"Trabalhadores Agropecuários, Florestais E Da Pesca";"Trabalhadores na pecuária de animais de grande porte";"Trabalhador Da Pecuária (Bovinos Corte)";"623110";"2";"0,0013";"2974,49";"2779,37"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Pilotos de aviação comercial, mecânicos de vôo e afins";"Piloto Comercial (Exceto Linhas Aéreas)";"341105";"2";"0,0013";"9826,45";"7031,07"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de máquinas e equipamentos de elevação";"Operador De Draga";"782105";"2";"0,0013";"3466,98";"2749,69"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Supervisores da construção civil";"Inspetor De Terraplenagem";"710215";"2";"0,0013";"6948,07";"5652,6"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de manutenção e afins";"Tecnólogo Em Sistemas Biomédicos";"142710";"2";"0,0013";"14623,87";"14623,87"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de tratamento de superfícies de metais e de compósitos (termoquímicos)";"Fosfatizador";"723210";"2";"0,0013";"3187,24";"2932,11"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Profissionais do jornalismo";"Diretor De Redação";"261115";"2";"0,0013";"7879,64";"4899,08"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Engenheiros civis e afins";"Tecnólogo Em Construção Civil";"214280";"2";"0,0013";"5721,96";"4979,63"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Engenheiros eletricistas, eletrônicos e afins";"Engenheiro De Telecomunicações";"214340";"2";"0,0013";"13757,69";"13434,47"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Professores de ciências humanas do ensino superior";"Professor De Jornalismo";"234750";"2";"0,0013";"9783,45";"1939,0"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Preparadores e operadores de máquinas-ferramenta convencionais";"Operador De Máquina De Eletroerosão";"721205";"2";"0,0013";"3225,15";"2696,94"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de comercialização, marketing e comunicação";"Profissonal De Relações Internacionais";"142350";"2";"0,0013";"14351,76";"9417,12"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Sopradores, moldadores e modeladores de vidros e afins";"Moldador (Vidros)";"752110";"2";"0,0013";"3936,31";"3794,88"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Desenhistas técnicos da construção civil e arquitetura";"Desenhista Técnico (Instalações Hidrossanitárias)";"318120";"2";"0,0013";"4209,27";"4189,47"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Advogados";"Advogado (Direito Do Trabalho)";"241035";"2";"0,0013";"9301,22";"6676,03"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de máquinas de usinagem de madeira cnc";"Operador De Centro De Usinagem De Madeira (Cnc)";"773505";"2";"0,0013";"3719,77";"3595,14"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores da pré-impressão gráfica";"Copiador De Chapa";"766105";"2";"0,0013";"3985,26";"3801,58"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de operações de serviços em instituição de intermediação financeira";"Gerente De Crédito Imobiliário";"141725";"2";"0,0013";"15254,47";"3097,01"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos da inteligência";"Agente De Inteligência";"351905";"2";"0,0013";"6033,56";"5337,79"
"Blumenau";"4202404";"2025";"Trabalhadores Em Serviços De Reparação E Manutenção";"Supervisores em serviços de reparação e manutenção de máquinas e equipamentos industriais, comerciais e residenciais";"Supervisor De Manutenção De Máquinas Operatrizes E De Usinagem";"910130";"2";"0,0013";"8676,76";"7148,64"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Agentes  fiscais metrológicos e de qualidade";"Agente Fiscal Metrológico";"352315";"2";"0,0013";"8076,02";"8071,55"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Engenheiros eletricistas, eletrônicos e afins";"Engenheiro Eletricista De Manutenção";"214315";"2";"0,0013";"21137,15";"17754,86"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em administração";"Técnico Em Administração De Comércio Exterior";"351310";"2";"0,0013";"4218,72";"3637,25"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de usinagem convencional de madeira";"Torneiro Na Usinagem Convencional De Madeira";"773355";"2";"0,0013";"5368,38";"5140,73"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de equipamentos de filtragem e separação";"Operador De Filtro De Tambor Rotativo (Tratamentos Químicos E Afins)";"811320";"2";"0,0013";"3844,4";"3844,4"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos mecânicos (ferramentas)";"Técnico Mecânico Na Manutenção De Ferramentas";"314210";"2";"0,0013";"5994,38";"5858,31"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Supervisores da produção de utilidades";"Supervisor De Manutenção Eletromecânica (Utilidades)";"860105";"2";"0,0013";"8371,57";"7842,44"
"Blumenau";"4202404";"2025";"Trabalhadores Agropecuários, Florestais E Da Pesca";"Trabalhadores agrícolas no cultivo de flores e plantas ornamentais";"Trabalhador No Cultivo De Plantas Ornamentais";"622425";"2";"0,0013";"2531,16";"2531,16"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Supervisores de usinagem, conformação e tratamento de metais";"Mestre De Ferramentaria";"720115";"2";"0,0013";"8307,56";"8091,76"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores artesanais da confecção de calçados e artefatos de couros e peles";"Artífice Do Couro";"768305";"2";"0,0013";"2635,75";"2186,32"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Ferramenteiros e afins";"Modelador De Metais (Fundição)";"721115";"2";"0,0013";"5580,37";"5307,27"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Artesãos";"Artesão Trançador";"791145";"2";"0,0013";"2733,17";"2617,0"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Pesquisadores de engenharia e tecnologia";"Pesquisador De Engenharia Mecânica";"203220";"2";"0,0013";"12545,83";"7942,51"
"Blumenau";"4202404";"2025";"Trabalhadores Agropecuários, Florestais E Da Pesca";"Supervisores na área florestal e aqüicultura";"Supervisor Da Aqüicultura";"630105";"2";"0,0013";"7354,65";"6551,16"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de usinagem convencional de madeira";"Operador De Plaina Desengrossadeira";"773335";"2";"0,0013";"2644,02";"2156,17"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Profissionais de mídias digitais e afins";"Influenciador Digital";"253410";"2";"0,0013";"3087,64";"2318,09"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de tratamento de superfícies de metais e de compósitos (termoquímicos)";"Oxidador";"723240";"2";"0,0013";"3489,53";"2850,46"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Supervisores da construção civil";"Mestre De Linhas (Ferrovias)";"710210";"2";"0,0013";"7848,42";"5212,64"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Especialistas em inspeções industriais";"Inspetor De Manutenção";"314840";"2";"0,0013";"7128,68";"7071,42"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Diretores de manutenção";"Diretor De Manutenção";"123805";"2";"0,0013";"9574,74";"5942,64"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Diretores de espetáculos e afins";"Diretor Artistíco";"262235";"2";"0,0013";"3304,16";"2266,74"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de máquinas de desdobramento da madeira";"Serrador De Bordas No Desdobramento De Madeira";"773115";"2";"0,0013";"3793,57";"3477,75"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de máquinas de desdobramento da madeira";"Operador De Serras No Desdobramento De Madeira";"773110";"2";"0,0013";"3221,1";"3221,1"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Auditores fiscais do trabalho";"Agente De Higiene E Segurança";"254310";"2";"0,0013";"3310,16";"3310,16"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos de operação de registros sonoro/audiovisuais";"Coordenador De Programação";"373140";"2";"0,0013";"1914,48";"536,8"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Diretores de operações de obras em empresa de construção";"Diretor De Operações De Obras Pública E Civil";"122305";"2";"0,0013";"2999,01";"2514,69"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores artesanais na pasteurização do leite e na fabricação de laticínios e afins";"Queijeiro Na Fabricação De Laticínio";"848210";"2";"0,0013";"1719,85";"1719,85"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Supervisores de usinagem, conformação e tratamento de metais";"Mestre De Galvanoplastia";"720130";"2";"0,0013";"4510,93";"4126,46"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em cenografia";"Maquinista De Cinema E Vídeo";"374210";"2";"0,0013";"3722,22";"3060,6"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de equipamentos de laminação";"Operador De Montagem De Cilindros E Mancais";"821330";"2";"0,0013";"2498,7";"2181,87"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores artesanais da confecção de calçados e artefatos de couros e peles";"Sapateiro (Calçados Sob Medida)";"768320";"2";"0,0013";"2243,49";"2243,49"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Profissionais de administração ecônomico-financeira";"Analista De Câmbio";"252510";"2";"0,0013";"17121,76";"12662,12"
"Blumenau";"4202404";"2025";"Trabalhadores Em Serviços De Reparação E Manutenção";"Mecânicos de manutenção de máquinas industriais";"Mecânico De Manutenção De Máquinas Operatrizes (Lavra De Madeira)";"911315";"2";"0,0013";"3012,97";"1712,22"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Químicos";"Químico Industrial";"213210";"2";"0,0013";"5194,07";"3580,57"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de tear e máquinas similares";"Remetedor De Fios";"761363";"2";"0,0013";"1557,49";"1433,54"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em eletrônica";"Técnico De Manutenção Eletrônica (Circuitos De Máquinas Com Comando Numérico)";"313210";"2";"0,0013";"10291,1";"7244,07"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Confeccionadores de instrumentos musicais";"Confeccionador De Instrumentos De Sopro (Madeira)";"742125";"2";"0,0013";"3482,93";"2757,59"
"Blumenau";"4202404";"2025";"Trabalhadores Em Serviços De Reparação E Manutenção";"Mecânicos de manutenção aeronáutica";"Mecânico De Manutenção De Aeronaves, Em Geral";"914105";"2";"0,0013";"4627,64";"3713,32"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos têxteis";"Técnico Têxtil De Fiação";"311615";"2";"0,0013";"4831,53";"4831,53"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Professores nas áreas de língua e literatura do ensino superior";"Professor De Outras Línguas E Literaturas";"234664";"2";"0,0013";"15477,89";"11264,76"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Engenheiros de produção, qualidade, segurança e afins";"Tecnólogo Em Segurança Do Trabalho";"214935";"2";"0,0013";"2569,39";"1661,89"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de soldagem e corte de ligas metálicas";"Brasador";"724305";"2";"0,0013";"2624,32";"2326,89"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores da fiação";"Operador De Bobinadeira";"761215";"2";"0,0013";"3024,8";"2863,58"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Dirigentes e administradores de organizações da sociedade civil sem fins lucrativos";"Dirigente E Administrador De Organização Da Sociedade Civil Sem Fins Lucrativos";"114405";"2";"0,0013";"17941,13";"25,34"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Químicos";"Tecnólogo Em Processos Químicos";"213215";"1";"0,0006";"8878,08";"8878,08"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores da preparação do curtimento de couros e peles";"Fuloneiro";"762120";"1";"0,0006";"4902,34";"4902,34"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Telhadores (revestimentos rígidos)";"Telhador (Telhas Metálicas)";"716215";"1";"0,0006";"3028,23";"3028,23"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Especialistas em inspeções industriais";"Inspetor De Fabricação";"314810";"1";"0,0006";"10746,54";"10746,54"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Economistas";"Economista Agroindustrial";"251210";"1";"0,0006";"3945,5";"3945,5"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Supervisores de usinagem, conformação e tratamento de metais";"Mestre Serralheiro";"720155";"1";"0,0006";"6683,86";"6683,86"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Tecnólogos e técnicos em métodos de diagnósticos e terapêutica";"Técnico Em Métodos Eletrográficos Em Encefalografia";"324105";"1";"0,0006";"2501,88";"2501,88"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores artesanais na conservação de alimentos";"Salgador De Alimentos";"848110";"1";"0,0006";"3609,46";"3609,46"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Despachantes documentalistas e afins";"Despachante Documentalista";"423105";"1";"0,0006";"";""
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em construção civil (obras de infraestrutura)";"Técnico De Estradas";"312205";"1";"0,0006";"11586,6";"11586,6"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Vendedores em bancas, quiosques e barracas";"Vendedor  Permissionário";"524215";"1";"0,0006";"1609,34";"1609,34"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Joalheiros e lapidadores de gemas";"Joalheiro";"751010";"1";"0,0006";"2324,96";"2324,96"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Confeccionadores de instrumentos musicais";"Afinador De Instrumentos Musicais";"742105";"1";"0,0006";"3782,94";"3782,94"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de máquinas na confecção de artefatos de  couro";"Montador De Artefatos De Couro (Exceto Roupas E Calçados)";"765315";"1";"0,0006";"2662,55";"2662,55"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Marceneiros e afins";"Maquetista Na Marcenaria";"771115";"1";"0,0006";"3876,24";"3876,24"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em produção, conservação  e de qualidade de alimentos";"Técnico Em Nutrição E Dietética";"325210";"1";"0,0006";"2326,14";"2326,14"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Diretores de operações de serviços em empresa de armazenamento, de transporte e de telecomunicação";"Diretor De Operações De Serviços De Armazenamento";"122610";"1";"0,0006";"20681,18";"20681,18"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Outros trabalhadores dos serviços";"Lavador De Garrafas, Vidros E Outros Utensílios";"519930";"1";"0,0006";"2664,43";"2664,43"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de máquinas a vapor e utilidades";"Foguista (Locomotivas A Vapor)";"862105";"1";"0,0006";"3559,35";"3559,35"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Supervisores da extração mineral";"Supervisor De Produção Na Mineração";"710120";"1";"0,0006";"";""
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de usinagem convencional de madeira";"Operador De Entalhadeira (Usinagem De Madeira)";"773310";"1";"0,0006";"2929,35";"2929,35"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Especialistas em promoção de produtos e vendas";"Propagandista De Produtos Famacêuticos";"354150";"1";"0,0006";"3622,24";"3622,24"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em biologia";"Técnico Em Bioterismo";"320105";"1";"0,0006";"8227,79";"8227,79"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de laboratório fotográfico e radiológico";"Auxiliar De Radiologia (Revelação Fotográfica)";"766420";"1";"0,0006";"";""
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Médicos clínicos";"Médico Oncologista Clínico";"225121";"1";"0,0006";"20650,62";"20650,62"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de laboratório fotográfico e radiológico";"Revelador De Filmes Fotográficos, Em Preto E Branco";"766410";"1";"0,0006";"3331,49";"3331,49"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Trabalhadores em serviços de promoção e apoio à saúde";"Visitador Sanitário";"515120";"1";"0,0006";"5650,28";"5650,28"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Enfermeiros e afins";"Enfermeiro Obstétrico";"223545";"1";"0,0006";"11598,55";"11598,55"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores da fiação";"Operador De Cardas";"761220";"1";"0,0006";"";""
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Tabeliães e registradores";"Tabelião De Protestos";"241340";"1";"0,0006";"23566,87";"23566,87"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Trabalhadores no atendimento em estabelecimentos de serviços de alimentação, bebidas e hotelaria";"Sommelier";"513410";"1";"0,0006";"3374,59";"3374,59"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Supervisores da extração mineral";"Supervisor De Apoio Operacional Na Mineração";"710105";"1";"0,0006";"7123,99";"7123,99"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Diretores de produção e operações em empresa agropecuária, pesqueira , aqüícola e florestal";"Diretor De Produção E Operações Em Empresa Florestal";"122115";"1";"0,0006";"9,12";"9,12"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Supervisores de usinagem, conformação e tratamento de metais";"Mestre De Caldeiraria";"720110";"1";"0,0006";"4192,72";"4192,72"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Montadores de aparelhos de telecomunicações";"Montador De Equipamentos Eletrônicos (Estação De Rádio, Tv E Equipamentos De Radar)";"731205";"1";"0,0006";"5303,33";"5303,33"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos têxteis";"Técnico Têxtil De Malharia";"311620";"1";"0,0006";"4379,07";"4379,07"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Fotógrafos profissionais";"Fotógrafo Publicitário";"261810";"1";"0,0006";"6422,21";"6422,21"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Supervisores da fabricação de alimentos, bebidas e fumo";"Chefe De Confeitaria";"840120";"1";"0,0006";"5165,22";"5165,22"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Supervisores de serviços financeiros, de câmbio e de controle";"Supervisor De Câmbio";"410210";"1";"0,0006";"6955,39";"6955,39"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de operações de serviços em empresa de turismo, de alojamento e alimentação";"Gerente De Turismo";"141525";"1";"0,0006";"14169,32";"14169,32"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em geomática";"Técnico Em Agrimensura";"312305";"1";"0,0006";"1197,12";"1197,12"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Profissionais da metrologia";"Pesquisador Em Metrologia";"201205";"1";"0,0006";"11530,91";"11530,91"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Confeccionadores de instrumentos musicais";"Confeccionador De Instrumentos De Corda";"742115";"1";"0,0006";"2260,86";"2260,86"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gestores e especialistas de operações em empresas, secretarias e unidades de serviços de saúde";"Diretor De Serviços De Saúde";"131205";"1";"0,0006";"8907,42";"8907,42"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Tintureiros, lavadeiros e afins, a máquina";"Lavador De Artefatos De Tapeçaria";"516315";"1";"0,0006";"2567,13";"2567,13"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em áudio";"Projetista De Sistemas De Áudio";"374135";"1";"0,0006";"4062,22";"4062,22"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de comercialização, marketing e comunicação";"Profissional De Relações Institucionais E Governamentais";"142345";"1";"0,0006";"6727,96";"6727,96"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em operações e serviços bancários";"Tesoureiro De Banco";"353230";"1";"0,0006";"";""
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Supervisores da mecânica de precisão e instrumentos musicais";"Supervisor De Fabricação De Instrumentos Musicais";"740110";"1";"0,0006";"3558,91";"3558,91"
