"municipio";"codigo_ibge";"ano";"grande_grupo";"familia_ocupacional";"ocupacao";"codigo_cbo";"empregados";"percentual";"salario_medio";"salario_mediano"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Agentes, assistentes e auxiliares administrativos";"Assistente Administrativo";"411010";"6700";"4,3320";"3412,42";"2857,22"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Agentes, assistentes e auxiliares administrativos";"Auxiliar De Escritório";"411005";"5801";"3,7507";"2378,64";"2157,04"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Operadores do comércio em lojas e mercados";"Vendedor De Comércio Varejista";"521110";"5140";"3,3233";"3499,18";"2744,37"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Alimentadores de linhas de produção";"Alimentador De Linha De Produção";"784205";"4491";"2,9037";"2492,91";"2332,15"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Trabalhadores nos  serviços de manutenção de edificações";"Faxineiro";"514320";"4268";"2,7595";"2052,53";"2030,3"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de cargas e descargas de mercadorias";"Carregador (Armazém)";"783210";"4157";"2,6878";"2184,05";"2020,95"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Professores de nível superior do ensino fundamental (primeira a quarta séries)";"Professor De Nível Superior Do Ensino Fundamental (Primeira A Quarta Série)";"231210";"2800";"1,8104";"5757,6";"5385,14"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Caixas e bilheteiros (exceto caixa de banco)";"Operador De Caixa";"421125";"2619";"1,6933";"2318,95";"2310,98"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos e auxiliares de enfermagem";"Técnico De Enfermagem";"322205";"2291";"1,4813";"4565,91";"4073,57"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Almoxarifes e armazenistas";"Almoxarife";"414105";"1975";"1,2770";"2725,27";"2506,03"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Motoristas de veículos de cargas em geral";"Motorista De Caminhão (Rotas Regionais E Internacionais)";"782510";"1937";"1,2524";"3686,63";"3440,27"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos de desenvolvimento de sistemas e aplicações";"Desenvolvedor De Sistemas De Tecnologia Da Informação (Técnico)";"317110";"1890";"1,2220";"6389,98";"5889,31"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Operadores do comércio em lojas e mercados";"Atendente De Lojas E Mercados";"521140";"1880";"1,2155";"2197,05";"2167,65"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Analistas de tecnologia da informação";"Analista De Desenvolvimento De Sistemas";"212405";"1807";"1,1683";"9717,93";"9294,71"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de máquinas para costura de peças do vestuário";"Costureiro Na Confecção Em Série";"763210";"1668";"1,0785";"2588,74";"2552,55"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Operadores do comércio em lojas e mercados";"Repositor De Mercadorias";"521125";"1643";"1,0623";"1955,92";"2081,03"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Cozinheiros";"Cozinheiro Geral";"513205";"1548";"1,0009";"2293,49";"2225,07"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Especialistas em promoção de produtos e vendas";"Assistente De Vendas";"354125";"1543";"0,9976";"3287,27";"2774,71"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Trabalhadores auxiliares nos serviços de alimentação";"Auxiliar Nos Serviços De Alimentação";"513505";"1448";"0,9362";"2249,09";"2202,49"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de estruturas de alvenaria";"Pedreiro";"715210";"1405";"0,9084";"2687,86";"2587,5"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de máquinas para costura de peças do vestuário";"Costureiro, A  Máquina  Na Confecção Em Série";"763215";"1377";"0,8903";"2498,41";"2462,07"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Vigilantes e guardas de segurança";"Vigilante";"517330";"1279";"0,8270";"3059,01";"2994,11"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Enfermeiros e afins";"Enfermeiro";"223505";"1209";"0,7817";"7072,99";"6219,73"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Analistas de tecnologia da informação";"Analista De Suporte Computacional";"212420";"1188";"0,7681";"6520,38";"5406,08"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de embalagem e de etiquetagem";"Embalador, A Mão";"784105";"1115";"0,7209";"2110,66";"2082,98"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Trabalhadores no atendimento em estabelecimentos de serviços de alimentação, bebidas e hotelaria";"Atendente De Lanchonete";"513435";"1085";"0,7015";"2150,54";"2158,33"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Ajudantes de obras civis";"Servente De Obras";"717020";"1084";"0,7009";"2013,16";"1941,51"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Recepcionistas";"Recepcionista, Em Geral";"422105";"1029";"0,6653";"2328,16";"2115,21"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Trabalhadores nos serviços de administração de edifícios";"Zelador De Edifício";"514120";"978";"0,6323";"2398,64";"2458,73"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Supervisores administrativos";"Supervisor Administrativo";"410105";"960";"0,6207";"6198,71";"5028,31"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Profissionais de comercializacão e consultoria de serviços bancários";"Operador De Negócios";"253225";"960";"0,6207";"4296,09";"3981,04"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Professores do ensino profissional";"Professor De Tecnologia E Cálculo Técnico";"233135";"953";"0,6162";"20129,2";"19020,2"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Auxiliares de contabilidade";"Auxiliar De Contabilidade";"413110";"937";"0,6058";"3223,37";"2921,86"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de processos das indústrias de transformação de produtos químicos, petroquímicos e afins";"Operador De Produção (Química, Petroquímica E Afins)";"813125";"930";"0,6013";"2264,37";"2213,57"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos de suporte e monitoração ao usuário de tecnologia da informação.";"Técnico De Suporte Ao Usuário De Tecnologia Da Informação";"317210";"912";"0,5897";"3589,97";"3187,0"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Administradores";"Administrador";"252105";"907";"0,5864";"6070,23";"5086,16"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Operadores do comércio em lojas e mercados";"Vendedor Em Comércio Atacadista";"521105";"899";"0,5813";"4475,94";"3310,54"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de comercialização, marketing e comunicação";"Analista De Negócios";"142330";"891";"0,5761";"7072,92";"6571,95"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos de controle da produção";"Inspetor De Qualidade";"391205";"874";"0,5651";"4231,33";"3391,42"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Contadores e afins";"Contador";"252210";"869";"0,5619";"6320,2";"5207,47"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de tear e máquinas similares";"Tecelão (Tear Automático)";"761309";"836";"0,5405";"3252,51";"3117,65"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes administrativos, financeiros, de riscos e afins";"Gerente Administrativo";"142105";"832";"0,5379";"7826,46";"5458,46"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Motoristas de veículos de pequeno e médio porte";"Motorista De Furgão Ou Veículo Similar";"782310";"824";"0,5328";"3194,44";"3014,94"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Almoxarifes e armazenistas";"Auxiliar De Logistica";"414140";"808";"0,5224";"2008,49";"1988,82"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Almoxarifes e armazenistas";"Armazenista";"414110";"789";"0,5101";"2522,42";"2332,03"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Inspetores e revisores de produção têxtil";"Revisor De Tecidos Acabados";"761815";"785";"0,5076";"2215,17";"2114,33"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de máquinas a vapor e utilidades";"Operador De Máquinas Fixas, Em Geral";"862150";"773";"0,4998";"3029,69";"2838,16"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Operadores do comércio em lojas e mercados";"Atendente De Farmácia - Balconista";"521130";"767";"0,4959";"2537,02";"2513,98"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Profissionais de recursos humanos";"Analista De Recursos Humanos";"252405";"706";"0,4565";"5204,38";"4789,67"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Almoxarifes e armazenistas";"Expedidor De Mercadorias";"414135";"702";"0,4539";"2724,62";"2447,51"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores polivalentes das indústrias têxteis";"Operador Polivalente Da Indústria Têxtil";"761005";"701";"0,4532";"2763,1";"2648,06"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de cargas e descargas de mercadorias";"Ajudante De Motorista";"783225";"695";"0,4494";"2259,62";"2204,19"
"Blumenau";"4202404";"2025";"Trabalhadores Em Serviços De Reparação E Manutenção";"Mecânicos de manutenção de veículos automotores";"Mecânico De Manutenção De Automóveis, Motocicletas E Veículos Similares";"914405";"661";"0,4274";"3952,4";"3611,54"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de comercialização, marketing e comunicação";"Analista De Pesquisa De Mercado";"142335";"655";"0,4235";"5205,16";"4523,66"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Trabalhadores nos serviços de coleta de resíduos, de limpeza e conservação de áreas públicas";"Trabalhador De Serviços De Limpeza E Conservação De Áreas Públicas";"514225";"645";"0,4170";"2707,49";"2390,06"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Apontadores e conferentes";"Apontador De Produção";"414210";"633";"0,4093";"2819,22";"2453,61"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de máquinas para bordado e acabamento de roupas";"Operador De Máquina De Costura De Acabamento";"763320";"620";"0,4009";"2578,96";"2533,6"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Supervisores de vendas e de prestação de serviços";"Supervisor De Vendas Comercial";"520110";"616";"0,3983";"6803,38";"5265,52"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Planejadores, programadores e controladores de produção e manutenção";"Técnico De Planejamento De Produção";"391125";"570";"0,3685";"4874,57";"4284,26"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Profissionais de comercializacão e consultoria de serviços bancários";"Gerente De Contas - Pessoa Física E Jurídica";"253215";"558";"0,3608";"8057,97";"6923,12"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores da preparação da confecção de roupas";"Ajudante De Confecção";"763125";"558";"0,3608";"2170,63";"2083,19"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de soldagem e corte de ligas metálicas";"Soldador";"724315";"537";"0,3472";"4561,24";"4413,71"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Recepcionistas";"Recepcionista De Consultório Médico Ou Dentário";"422110";"530";"0,3427";"2603,04";"2412,0"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Apontadores e conferentes";"Conferente De Carga E Descarga";"414215";"528";"0,3414";"2765,92";"2696,43"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de operações comerciais e de assistência técnica";"Gerente De Loja E Supermercado";"141415";"520";"0,3362";"5789,64";"4728,98"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Operadores do comércio em lojas e mercados";"Frentista";"521135";"516";"0,3336";"2516,62";"2457,51"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de comercialização, marketing e comunicação";"Gerente Comercial";"142305";"512";"0,3310";"8634,88";"6027,13"
"Blumenau";"4202404";"2025";"Trabalhadores Em Serviços De Reparação E Manutenção";"Mecânicos de manutenção de máquinas industriais";"Mecânico De Manutenção De Máquinas, Em Geral";"911305";"501";"0,3239";"4802,11";"4571,13"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Magarefes e afins";"Açougueiro";"848510";"499";"0,3226";"3176,47";"3011,45"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores da preparação da confecção de roupas";"Auxiliar De Corte (Preparação Da Confecção De Roupas)";"763105";"482";"0,3116";"2126,08";"2052,27"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores da preparação da confecção de roupas";"Cortador De Roupas";"763110";"477";"0,3084";"2935,62";"2758,63"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Operadores do comércio em lojas e mercados";"Promotor De Vendas";"521115";"474";"0,3065";"3276,98";"2136,37"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Médicos clínicos";"Médico Clínico";"225125";"472";"0,3052";"18472,09";"16512,17"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Trabalhadores no atendimento em estabelecimentos de serviços de alimentação, bebidas e hotelaria";"Garçom";"513405";"471";"0,3045";"2860,92";"2590,23"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Compradores";"Comprador";"354205";"467";"0,3019";"5369,75";"4835,19"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Motoristas de ônibus urbanos, metropolitanos e rodoviários";"Motorista De Ônibus Urbano";"782410";"459";"0,2968";"4126,91";"4159,15"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Motoristas de veículos de pequeno e médio porte";"Motorista De Carro De Passeio";"782305";"455";"0,2942";"3823,17";"3315,1"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Supervisores da construção civil";"Mestre (Construção Civil)";"710205";"446";"0,2884";"4956,58";"4000,0"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de acabamento, tingimento e estamparia das indústrias têxteis";"Estampador De Tecido";"761410";"444";"0,2871";"2933,66";"2807,36"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de instalações elétricas";"Eletricista De Instalações";"715615";"439";"0,2838";"3485,86";"3376,96"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Montadores de equipamentos eletroeletrônicos";"Montador De Equipamentos Elétricos";"731135";"437";"0,2825";"3727,76";"3155,99"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Fiscais e cobradores dos transportes coletivos";"Cobrador De Transportes Coletivos (Exceto Trem)";"511215";"434";"0,2806";"2394,56";"2404,84"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de montagem de estruturas de madeira, metal e compósitos em obras civis";"Carpinteiro";"715505";"408";"0,2638";"2783,58";"2602,2"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de comercialização, marketing e comunicação";"Gerente De Vendas";"142320";"406";"0,2625";"11588,17";"7448,8"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Almoxarifes e armazenistas";"Estoquista";"414125";"399";"0,2580";"2461,68";"2240,54"
"Blumenau";"4202404";"2025";"Trabalhadores Em Serviços De Reparação E Manutenção";"Mecânicos de manutenção de máquinas industriais";"Mecânico De Manutenção De Máquinas Têxteis";"911320";"398";"0,2573";"4947,48";"4781,76"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Pintores de obras e revestidores de interiores (revestimentos flexíveis)";"Pintor De Obras";"716610";"395";"0,2554";"2676,24";"2616,8"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Trabalhadores nos  serviços de manutenção de edificações";"Trabalhador Da Manutenção De Edificações";"514325";"384";"0,2483";"2749,2";"2175,3"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Trabalhadores em serviços de promoção e apoio à saúde";"Agente Comunitário De Saúde";"515105";"373";"0,2412";"3660,98";"3715,59"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Professores de nível médio na educação infantil";"Auxiliar De Desenvolvimento Infantil";"331110";"372";"0,2405";"1983,16";"1941,94"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de produção e operações em empresa da indústria extrativa, de transformação e de serviços de utilidade pública";"Gerente De Produção E Operações";"141205";"370";"0,2392";"9452,31";"6358,75"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Analistas de tecnologia da informação";"Analista De Testes De Tecnologia Da Informação";"212430";"364";"0,2353";"6573,21";"6162,02"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Escriturários de serviços bancários";"Escriturário De Banco";"413225";"359";"0,2321";"12629,78";"11015,6"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de equipamentos de movimentação de cargas";"Operador De Empilhadeira";"782220";"356";"0,2302";"3129,81";"2910,49"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Dirigentes do serviço público";"Dirigente Do Serviço Público Municipal";"111415";"355";"0,2295";"9297,57";"7888,69"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Farmacêuticos";"Farmacêutico";"223405";"342";"0,2211";"5403,88";"5487,11"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Porteiros, vigias e afins";"Vigia";"517420";"342";"0,2211";"3015,14";"2767,88"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores da fiação";"Operador De Filatório";"761230";"340";"0,2198";"2905,25";"2850,84"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos mecânicos na fabricação e montagem de máquinas, sistemas e instrumentos";"Técnico Mecânico";"314110";"328";"0,2121";"4824,48";"2998,51"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de máquinas para bordado e acabamento de roupas";"Bordador, À Máquina";"763310";"324";"0,2095";"2433,38";"2318,69"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Artistas visuais,desenhistas industriais e conservadores-restauradores de bens culturais";"Desenhista Industrial Gráfico (Designer Gráfico)";"262410";"322";"0,2082";"5001,59";"4343,68"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos de controle da produção";"Técnico De Garantia Da Qualidade";"391210";"316";"0,2043";"4559,59";"4121,41"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Operadores de rede de teleprocessamento e afins";"Operador De Rede De Teleprocessamento";"372205";"314";"0,2030";"2933,97";"1917,19"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Programadores, avaliadores e orientadores de ensino";"Coordenador Pedagógico";"239405";"309";"0,1998";"7336,29";"6700,98"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em segurança do trabalho";"Técnico Em Segurança Do Trabalho";"351605";"309";"0,1998";"5192,39";"4732,41"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de tecnologia da informação";"Gerente De Projetos De Tecnologia Da Informação";"142520";"296";"0,1914";"14111,87";"12343,3"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Assistentes sociais e economistas domésticos";"Assistente Social";"251605";"294";"0,1901";"7901,09";"6770,65"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Padeiros, confeiteiros e afins";"Padeiro";"848305";"294";"0,1901";"3681,23";"3369,57"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Instrutores de ensino profissional";"Instrutor De Aprendizagem E Treinamento Industrial";"233210";"289";"0,1869";"4121,75";"3574,01"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Montadores de máquinas, aparelhos e acessórios em linhas de montagem";"Montador De Máquinas, Motores E Acessórios (Montagem Em Série)";"725105";"287";"0,1856";"2823,68";"2372,12"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Cobradores e afins";"Cobrador Interno";"421310";"284";"0,1836";"3014,44";"2500,0"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Preparadores e operadores de máquinas-ferramenta convencionais";"Operador De Máquinas-Ferramenta Convencionais";"721215";"282";"0,1823";"4355,86";"4314,23"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Professores de nível médio na educação infantil";"Professor De Nível Médio Na Educação Infantil";"331105";"280";"0,1810";"3301,94";"2989,67"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos de odontologia";"Auxiliar Em Saúde Bucal";"322415";"274";"0,1772";"4099,96";"2944,56"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de traçagem e montagem de estruturas metálicas e de compósitos";"Montador De Estruturas Metálicas";"724205";"273";"0,1765";"2904,7";"2637,79"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Padeiros, confeiteiros e afins";"Confeiteiro";"848310";"269";"0,1739";"3290,49";"2961,85"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Especialistas em promoção de produtos e vendas";"Vendedor Pracista";"354145";"267";"0,1726";"7218,36";"5164,66"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Porteiros, vigias e afins";"Porteiro De Edifícios";"517410";"265";"0,1713";"2859,15";"2779,61"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Auxiliares de contabilidade";"Auxiliar De Faturamento";"413115";"263";"0,1700";"3417,54";"3180,77"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de tear e máquinas similares";"Tecelão De Malhas (Máquina Circular)";"761330";"263";"0,1700";"3153,53";"3006,26"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Montadores de equipamentos eletroeletrônicos";"Bobinador Eletricista, À Máquina";"731170";"262";"0,1694";"3898,42";"3358,41"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Professores de nível superior do ensino fundamental (primeira a quarta séries)";"Professor Da  Educação De Jovens E Adultos Do Ensino Fundamental (Primeira A Quarta Série)";"231205";"259";"0,1675";"6017,55";"5886,34"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores do acabamento gráfico";"Acabador De Embalagens (Flexíveis E Cartotécnicas)";"766305";"259";"0,1675";"2899,79";"2682,1"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Profissionais de administração ecônomico-financeira";"Analista Financeiro (Instituições Financeiras)";"252545";"258";"0,1668";"4669,22";"4371,17"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Marceneiros e afins";"Marceneiro";"771105";"256";"0,1655";"3999,99";"3477,27"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Camareiros, roupeiros e afins";"Camareiro  De Hotel";"513315";"253";"0,1636";"2600,14";"2636,74"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Especialistas em promoção de produtos e vendas";"Agente De Vendas De Serviços";"354120";"248";"0,1603";"4964,25";"3587,5"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Outros trabalhadores dos serviços";"Lavador De Veículos";"519935";"247";"0,1597";"2520,45";"2420,03"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Encanadores e instaladores de tubulações";"Encanador";"724110";"246";"0,1591";"4019,11";"3128,54"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de tecnologia da informação";"Gerente De Desenvolvimento De Sistemas";"142510";"246";"0,1591";"18031,11";"16904,33"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores do acabamento gráfico";"Operador De Acabamento (Indústria Gráfica)";"766315";"240";"0,1552";"3044,96";"2873,46"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Especialistas em promoção de produtos e vendas";"Técnico De Vendas";"354135";"237";"0,1532";"6130,09";"4720,34"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em eletrônica";"Técnico Eletrônico";"313215";"232";"0,1500";"4767,23";"4326,53"
